0,3,269000.0,4890909.1
1,3,320000.0,4050632.9
7,3,380000.0,5946791.9
12,3,252000.0,5250000.0
13,5,950000.0,5889646.6
14,3,299000.0,5137457.0
15,4,579000.0,5169642.9
17,4,375000.0,5067567.6
18,5,289000.0,2896952.7
19,3,309000.0,4753846.2
26,3,295068.0,5965790.5
29,3,320000.0,5339562.8
32,3,499000.0,5544444.4
34,4,300000.0,4285714.3
40,3,290000.0,5370370.4
44,3,345000.0,4107142.9
45,4,449000.0,4157407.4
46,3,420000.0,5630026.8
48,3,329000.0,5612419.0
49,3,355000.0,5546875.0
57,3,226000.0,5022222.2
58,3,600000.0,5660377.4
60,3,319024.0,5876294.0
61,4,569000.0,5035398.2
64,3,329000.0,4700000.0
72,3,370496.0,5600000.0
74,3,339000.0,5844827.6
80,3,329000.0,4700000.0
81,3,245000.0,5072463.8
82,3,319000.0,4796992.5
83,3,273000.0,3455696.2
85,3,364000.0,5600000.0
94,5,690000.0,5000000.0
105,3,275000.0,5188679.2
116,3,397000.0,4362637.4
117,4,450000.0,3629032.3
120,3,359000.0,6189655.2
121,3,276364.00000000006,5710000.0
125,3,333060.0,6100000.0
128,4,381457.0,5509995.7
137,3,340000.0,5230769.2
144,3,355000.0,4493670.9
148,4,385000.0,4277777.8
151,4,279000.0,4359375.0
155,3,322558.0,5710001.8
158,3,339000.0,4643835.6
159,3,353881.99999999994,5900000.0
161,4,465000.0,5166666.7
172,3,289000.0,4616613.4
175,3,326073.0,6150000.0
176,4,259000.0,3888888.9
177,4,375000.0,3947368.4
179,3,415000.0,5431937.2
188,6,1140000.0,5906735.8
193,3,276000.0,5207547.2
197,5,450000.0,3461538.5
198,3,245000.0,5104166.7
199,5,900000.0,5832793.3
203,3,409000.0,3728350.0
205,4,599000.0,4074829.9
209,3,363133.00000000006,6100000.0
211,3,245700.0,4200000.0
214,3,308066.0,6050000.0
215,3,323357.0,5737349.2
216,3,385000.0,4020048.0
218,4,469000.0,5097826.1
220,3,400000.0,5797101.4
221,3,370000.0,5138888.9
224,4,334573.00000000006,4587590.8
225,3,289000.0,4358974.4
230,3,409000.0,4397849.5
231,3,299000.0,5059221.7
235,3,309000.0,5237288.1
236,3,315000.0,3987341.8
246,3,615000.0,5970873.8
252,3,310000.0,4843750.0
254,4,324900.0,4390540.5
256,3,328842.0,5749991.3
258,3,360000.0,3287671.2
260,3,311765.99999999994,5710000.0
262,3,320000.0,4210526.3
269,5,420000.0,4615384.6
271,3,265000.0,5638297.9
281,4,299000.0,4052588.8
285,4,355000.0,4797297.3
287,3,298000.0,4656250.0
290,5,690000.0,5000000.0
292,3,263000.0,5977272.7
296,4,350000.0,4619852.2
299,3,210000.0,4285714.3
300,3,344000.0,5548387.1
302,4,340000.0,4802259.9
304,3,209000.0,4860465.1
305,3,365000.0,5530303.0
306,4,399000.0,4680351.9
308,3,274000.0,3558441.6
311,3,265000.0,5638297.9
317,3,324000.0,4764705.9
318,3,275000.0,4296875.0
319,3,335000.0,4718309.9
321,3,230000.0,5424528.3
323,3,310000.0,4769230.8
324,3,325000.0,5327868.9
326,3,249999.00000000003,4629611.1
327,3,279000.0,4359375.0
328,3,438691.0,5667842.4
329,3,340000.0,5230769.2
332,4,399000.0,4639534.9
333,4,329999.0,4402334.6
334,3,300000.0,4087193.5
335,4,390000.0,3000000.0
336,3,219999.00000000003,4680829.8
340,3,379000.0,5121621.6
351,3,309000.0,4446043.2
353,3,285000.0,5937500.0
354,3,350000.0,5468750.0
356,3,349566.0,5709996.7
358,3,318000.0,4746268.7
362,3,320000.0,5161290.3
367,3,456191.99999999994,5940000.0
370,3,289000.0,5351851.9
372,3,285000.0,4453125.0
373,3,285000.0,6063829.8
377,3,329000.0,4700000.0
378,3,296560.0,5965801.6
383,3,275000.0,5851063.8
384,3,402000.0,6000000.0
387,4,625000.0,5208333.3
388,3,259000.0,4841121.5
389,3,374775.0,5700000.0
393,3,299000.0,5802445.2
394,4,259000.0,3463492.9
398,3,436518.0,6088966.4
399,3,290000.0,4531250.0
401,3,402000.0,6000000.0
402,3,329000.0,4910447.8
410,3,340000.0,5666666.7
415,3,279000.0,5936170.2
418,4,385000.0,4277777.8
421,3,348406.0,5800000.0
423,3,390000.0,5963302.8
425,3,380000.0,4162103.0
426,3,357180.0,6000000.0
427,3,324000.0,4628571.4
430,4,315000.0,4279891.3
431,3,320000.0,4571428.6
433,3,299000.0,5641509.4
434,3,275000.0,4296875.0
435,3,459000.0,6202702.7
437,4,465000.0,6000774.3
439,5,450000.0,4891304.3
442,4,390200.0,5659994.2
449,3,335029.0,5609996.7
451,3,311920.0,5600000.0
454,3,320000.0,5161290.3
455,3,320000.0,5161290.3
459,3,330055.0,5500000.0
463,3,325000.0,5078125.0
464,3,395000.0,5197368.4
476,3,335000.0,5677966.1
477,4,325000.0,4642857.1
479,3,280299.00000000006,5960004.3
481,4,590000.0,3933333.3
482,3,279000.0,3576923.1
487,3,289000.0,6148936.2
494,3,315000.0,5338983.1
495,3,255000.0,5312500.0
496,3,278000.0,4633333.3
497,4,355000.0,4797297.3
499,4,450000.0,4398827.0
500,3,349990.0,4380350.4
501,3,364981.0,5103201.9
502,4,349000.0,5369230.8
503,3,279000.0,6200000.0
506,4,665260.0,6200000.0
509,3,419000.0,5338939.9
510,3,320000.0,4945904.2
511,4,390000.0,2997694.1
516,3,265000.0,3955223.9
520,3,285000.0,3856562.9
521,3,359000.0,5279411.8
528,3,376232.0,5623796.7
530,3,374906.0,5587272.7
532,4,435000.0,4692556.6
533,3,299000.0,4822580.6
534,3,210000.0,3888888.9
535,3,330000.0,3877790.8
536,4,330000.0,4429530.2
538,3,310000.0,5344827.6
542,3,320698.0,5924589.0
545,3,318000.0,5071770.3
546,3,275397.0,6150000.0
547,3,450600.0,6080151.1
552,4,450165.0,5800347.9
554,3,319000.0,3775147.9
555,3,328000.0,5857142.9
558,4,320000.0,3076923.1
566,4,317000.0,4876923.1
570,3,399000.0,5391891.9
573,3,314029.0,5560003.5
581,3,309000.0,4753846.2
582,3,320000.0,6027500.5
587,3,321530.0,5709998.2
589,4,597593.0000000001,5722974.5
590,3,387000.0,4690909.1
